Date,<= 0,Lo 30,Med 40,Hi 30,Lo 20,Qnt 2,Qnt 3,Qnt 4,Hi 20,Lo 10,2-Dec,3-Dec,4-Dec,5-Dec,6-Dec,7-Dec,8-Dec,9-Dec,Hi 10
200207,-7.05,-6.77,-9.54,-14.23,-6.1,-10.23,-8.55,-11.56,-15.71,-4.81,-8.15,-9.94,-10.71,-6.47,-11.97,-10.3,-12.95,-15.32,-16.83
200208,2.92,-0.11,1.53,4.56,-0.22,0.7,1.53,3.29,4.44,0.34,-1.14,0.39,1.19,1.85,0.98,2.08,4.66,4.54,4.16
200209,-4.85,-10.72,-9.88,-8.59,-10.83,-10.5,-9.34,-8.69,-9.58,-9.67,-12.77,-10.18,-11.02,-7.75,-12.16,-9.52,-7.77,-8.32,-13.27
200210,7.43,9.64,4.39,5.98,10.06,6.35,4.51,4.66,7.12,10.26,9.71,7.63,4.24,6.47,0.86,4.3,5.04,7.65,5.49
200211,11.55,5.65,6.2,8.2,5.52,6.92,5.41,6.26,9.74,4.92,6.58,6.31,8.01,3.58,9.02,5.63,6.92,9.46,10.62
200212,-5.71,-6.27,-4.08,-6.13,-6.45,-5.99,-3.27,-3.6,-6.6,-6.86,-5.75,-5.35,-7.11,-3.54,-2.77,-1.56,-5.73,-7.95,-2.38
200301,1.94,-2.82,-1.92,-4.44,-2.72,-2.85,-1.38,-4.05,-3.83,-2.74,-2.7,-3.28,-2.06,-0.74,-2.57,-3.22,-4.96,-4.34,-2.31
200302,-0.26,-1.51,-2.33,-4.19,-1.34,-2.4,-2.3,-3.1,-4.32,-0.3,-3.1,-2.37,-2.45,-2.23,-2.42,-2.21,-4.08,-3.77,-5.91
200303,5.23,1.6,0.37,-0.85,1.75,0.44,0.7,0.05,-1.56,3.28,-0.92,0.83,-0.24,0.54,1.02,0.32,-0.25,-2.16,0.21
200304,8.56,7.88,8.83,11.07,7.64,9.05,9.03,9.12,11.9,6.94,8.97,9.08,9,8.59,9.85,8.02,10.37,13.61,7.01
200305,10.25,5.31,7.85,9.02,4.94,7.67,7.55,8.17,9.29,3,8.52,7.16,8.59,6.64,9.24,7.61,8.79,8.52,11.66
200306,5.02,1.38,1.45,1.38,1.21,1.96,1.63,-0.13,4.38,1.33,1.01,2.2,1.52,1.68,1.54,0.83,-1.18,3.61,6.68
200307,3.25,2.02,3.13,2.16,1.1,5.19,2.38,1.79,3.65,0.59,1.97,6.07,4.23,1.86,2.9,2.89,1.08,4.01,2.67
200308,5.52,2.24,1.91,4.53,2,1.97,2.76,3.55,5.08,0.87,3.91,3.28,0.51,4.24,1.32,2.68,4.12,4.27,7.37
200309,0.77,-1.16,-0.68,-2.38,-0.92,-1.36,-1.18,-1.8,-1.18,-0.04,-2.36,-2.18,-0.42,-0.95,-1.41,0.46,-3.27,-1.77,0.41
200310,9.01,5.34,7.27,7.78,4.11,8.63,7.78,7.75,7.58,3.64,4.9,10.53,6.51,6.02,9.57,7.48,7.94,6.66,10
200311,1.57,0.9,1.86,3.17,0.94,1.09,2.45,1.77,4.06,0.71,1.33,0.72,1.51,3.77,1.17,0.67,2.5,3.85,4.61
200312,0.49,4.46,4.17,5.07,4.71,4.23,3.54,5.01,4.18,3.87,6.09,3.45,5.12,3.04,4.04,3.88,5.75,3.78,5.19
200401,6.76,1.56,2.53,4.12,1.86,0.55,3.6,2.59,6.82,1.31,2.76,0.35,0.79,4.36,2.84,3.37,2.09,6.73,7.06
200402,-0.39,1.05,2.15,2.27,1.24,1.3,2.48,1.32,2.38,1.73,0.46,0.25,2.49,3.08,1.87,0.03,2.17,3.42,-0.22
200403,-1.16,-1.73,-0.61,-0.23,-1.86,-0.79,-0.78,-0.3,-0.41,-1.6,-2.28,-1.17,-0.38,-0.61,-0.96,-0.62,-0.09,-0.13,-1.13
200404,-3.61,-0.36,-3.71,-4.25,0.26,-3.28,-4.38,-3.16,-4.18,1.11,-1.12,-2.95,-3.66,-3.8,-5.02,-1.32,-4.3,-3.85,-5.07
200405,3.44,1.23,1.27,1.03,0.92,1.98,1.3,0.62,1.9,0.68,1.31,2.58,1.32,-0.03,2.78,1.06,0.34,1.53,2.9
200406,3.69,1.59,1.98,3.1,1.8,1.43,1.28,3.06,3.74,1.02,3.09,0.69,2.27,1.76,0.75,3.79,2.6,2.91,5.91
200407,-11.3,-4.67,-2.74,-2.75,-5.46,-1.9,-2.49,-3.63,-2.01,-6.5,-4.09,-1.07,-2.58,-2.07,-2.91,-3.58,-3.67,-1.95,-2.14
200408,-1.73,-0.39,1.27,-0.03,-0.5,0.94,0.79,0.84,-0.23,-0.81,-0.1,0.09,1.65,1.33,0.23,1.39,0.21,0.15,-1.05
200409,4.6,1.1,2.15,2.9,0.65,1.85,3.38,2.27,3.66,0.43,0.92,3.08,0.85,3.78,2.98,2.55,1.94,3.59,3.83
200410,0.06,1.66,1.07,2.42,1.62,1.21,2.49,0.93,1.89,1.67,1.54,1.87,0.66,1.67,3.36,-0.88,3.05,2.47,0.41
200411,7.85,3.97,5.28,6.73,3.77,4.96,6.27,4.88,7.11,3.02,4.71,4.82,5.08,5.01,7.55,3.65,6.27,6.67,8.27
200412,7.47,3.57,3.36,3.76,3.9,2.71,2.86,4.65,3.26,4.65,2.94,2.21,3.14,3.08,2.65,4.91,4.36,2.66,4.82
200501,-3.48,-3.23,-1.62,-1.88,-3.23,-2.39,-1.93,-1.99,-0.77,-3.38,-3.02,-3.25,-1.66,-3.2,-0.69,-0.9,-3.2,-0.77,-0.77
200502,-1.38,2.05,2.03,3.09,1.06,3.94,2.64,1.21,4.29,0.91,1.25,6.26,2.01,1.83,3.42,0.82,1.65,3.64,5.96
200503,-2.69,-1.45,-2.67,-0.18,-1.35,-3.33,-1.1,-0.61,-0.79,-1.15,-1.61,-1.83,-4.62,-1.5,-0.73,-1.65,0.57,-1,-0.25
200504,-5.09,-1.98,-2.79,-2.87,-1.76,-2.59,-3.64,-2.22,-3.22,-1.93,-1.54,-2.9,-2.32,-3.32,-3.95,-2.01,-2.45,-2.86,-4.17
200505,6.21,3.86,3.48,4.44,4.29,3.1,3.29,3.26,4.96,4.13,4.5,2.06,4.02,3.11,3.47,2.75,3.82,4.59,5.93
200506,2.15,-0.6,2.07,3.22,-1.13,1.58,2.64,2.36,3.64,-1.09,-1.17,1.62,1.55,3.37,1.94,2.03,2.71,3.23,4.73
200507,7.01,4.75,3.12,4.32,4.83,3.94,3.1,3.51,4.51,4.88,4.79,4.51,3.15,2.35,3.81,3.11,4.05,4.09,5.59
200508,-0.41,-1.33,-0.9,0.12,-1.74,-0.94,-0.31,0.22,-0.73,-1.8,-1.69,-0.11,-2.09,0.27,-0.87,-0.61,1.33,-0.26,-1.91
200509,3.72,0.41,1.12,1.66,-0.19,1.18,2.09,1.07,1.78,0.59,-0.92,2.12,-0.16,2.37,1.82,0.74,1.49,2.38,0.21
200510,-7.37,-1.42,-1.9,-2.13,-0.58,-3.38,-1.81,-1.7,-1.72,-1.08,-0.12,-3.75,-2.85,-3.05,-0.62,-0.91,-2.72,-1.28,-2.88
200511,7.96,4.23,3.83,3.07,4.04,4.38,3.82,3.7,2.81,3.62,4.42,4.79,3.79,4.29,3.37,3.9,3.45,3.05,2.17
200512,0.98,-0.69,1.1,0.02,-0.65,0.09,0.91,0.81,-0.26,-0.9,-0.42,-0.82,1.43,1.12,0.7,1.09,0.43,-0.31,-0.12
200601,4.95,2.29,4.3,4.99,1.96,4.24,3.71,4.53,4.64,1.71,2.18,3.22,5.74,3.29,4.11,3.82,5.51,4.35,5.42
200602,-1.15,-0.16,0.81,-0.77,0.11,0.19,0.15,0.06,-0.55,-0.06,0.27,-0.93,1.82,-1.13,1.4,0.92,-1.09,-0.35,-1.11
200603,5.11,1.85,1.6,2.17,1.38,2.46,2.2,1.47,1.86,1.77,1.03,3.2,1.42,2.41,2,0.62,2.62,1.33,3.28
200604,-1.39,-0.05,2.1,2.87,-0.48,1.44,1.5,2.5,4.15,-0.08,-0.83,1.15,1.85,1.94,1.1,3.6,1.05,4.88,2.2
200605,-3.44,-3.26,-3.2,-2.09,-3.36,-3.4,-2.89,-2.11,-2.77,-3.14,-3.57,-2.99,-3.99,-2.8,-2.98,-2.85,-1.11,-3.06,-2
200606,3.07,-0.14,0.17,0.7,0.27,-0.79,0.62,0.17,0.64,0.08,0.43,-1.23,-0.17,-0.39,1.55,-0.3,0.79,0.62,0.72
200607,-5.19,-1.15,0.7,0.17,-1.83,0.1,0.88,0.88,0.73,-2.68,-1.04,0.77,-0.91,-0.25,1.86,1.87,-0.44,1.45,-1.88
200608,3.61,3.32,2.06,0.58,3.54,2.73,2.11,0.84,0.99,3.68,3.42,2.73,2.73,3.12,1.26,1.36,0.12,0.26,3.73
200609,1.92,2.4,2.18,2.03,2.29,2.49,1.98,1.99,2.84,2.83,1.81,2.7,2.16,1.24,2.61,2.59,1.15,3.01,2.2
200610,7.24,3.57,3.18,4.43,3.8,2.63,3.35,4.09,4.32,4.45,3.2,2.93,2.18,3.38,3.33,3.76,4.56,4.58,3.35
200611,2.03,1.89,2.27,2.09,1.51,2.86,2.21,2.25,1.62,1.94,1.12,2.95,2.71,1.84,2.51,1.97,2.63,1.64,1.52
200612,3.99,0.28,1.85,2.98,-0.05,0.92,2.63,2.3,2.79,-0.86,0.7,1.21,0.47,3.49,1.94,1.67,3.2,2.85,2.57
200701,5.21,1.96,1.72,1.32,2.56,1.17,1.37,1.07,2.26,2.8,2.34,0.33,2.51,1.6,1.18,1.65,0.26,2.04,3.07
200702,-0.17,-1.83,-1.39,-1.24,-2,-0.88,-2.32,-0.83,-1.59,-2.32,-1.71,-1.36,-0.13,-2.15,-2.46,-0.83,-0.85,-2.12,0.39
200703,-0.48,0.9,1.73,0.33,0.88,1.14,1.94,1.04,0.41,1.26,0.53,0.96,1.43,1.64,2.19,1.62,0.24,0.18,1.24
200704,3.11,4.71,3.48,3.29,5.17,3.84,3.78,2.42,3.62,4.66,5.65,3.44,4.49,3.84,3.72,2.06,2.93,3.64,3.51
200705,5.5,3.3,3.98,3.29,3.16,4.11,4.26,3.24,2.76,3.35,2.98,3.7,4.77,3.58,4.85,2.77,3.89,2.63,3.24
200706,-3.45,-1.08,-2.22,-2.08,-1.58,-0.45,-2.04,-2.68,-1.98,-1.99,-1.2,0.32,-1.67,-2.49,-1.67,-3.04,-2.19,-3.14,2.26
200707,-7.15,-1.64,-4.37,-5.84,-1.52,-2.31,-4.46,-5.79,-6.05,-0.59,-2.38,-1.97,-2.78,-5.66,-2.5,-6.04,-5.5,-5.81,-6.4
200708,-1.57,1.58,2.05,-0.08,1.68,2.08,1.48,1.53,-0.62,1.73,1.64,1.28,3.21,1.71,1.11,2.1,0.83,0.2,-1.83
200709,3.78,4.81,2.14,2.6,4.9,3.31,2.47,2.07,2.84,5.23,4.6,4.53,1.6,2.64,2.2,1.96,2.22,2.26,3.7
200710,-0.53,3.19,1.45,0.57,4.11,1.99,1.15,0.59,-0.6,6.15,2.2,0.56,4.04,1.05,1.32,-0.98,2.47,0.49,-2.21
200711,-8.22,-3.39,-5.67,-5.07,-3.72,-3.17,-5.88,-5.39,-6.03,-5.2,-2.28,-2.41,-4.23,-6.61,-4.73,-7.01,-3.55,-5.48,-6.86
200712,-4.3,-0.4,-0.86,-0.51,-0.22,-0.64,-0.97,-1.61,0.34,-0.06,-0.38,-0.93,-0.22,-1.49,-0.16,-1.43,-1.82,-0.24,1.26
200801,-5.31,-7.28,-5.02,-3.89,-8.02,-5.86,-4.59,-3.29,-4.45,-9.14,-6.96,-5.12,-6.92,-3.57,-6.16,-3.55,-3.01,-2.67,-7.18
200802,-4.11,-2.26,-3.49,-4.42,-2.29,-1.8,-3.72,-4.7,-5.08,-5.17,0.37,-2.18,-1.24,-4.97,-1.75,-5.88,-3.4,-3.99,-6.84
200803,-5.55,0.5,-2.1,-0.88,-0.29,1.68,-3.13,-2.81,0.65,0.84,-1.27,2.75,0.15,-3.02,-3.31,-2.44,-3.21,-1.17,3.66
200804,7.36,3.81,5.74,4.6,4.67,2.41,7.05,4.29,5.23,4.41,4.9,1.42,3.86,6.96,7.18,4.93,3.6,6.12,3.81
200805,-0.12,2.53,1.22,2.12,3.17,1.3,1.76,0.02,2.31,3.23,3.12,0.7,2.15,-0.07,4.54,-1.61,1.82,1.77,3.18
200806,-14.62,-7.03,-9.19,-10.57,-6.25,-8.87,-8.17,-12.28,-10.34,-8.25,-4.47,-9.32,-8.26,-8.11,-8.27,-13.52,-10.96,-8.82,-12.76
200807,1.58,-0.92,-2.35,6.37,-1.35,-1,-1.69,2.34,4.66,-1.5,-1.19,0.13,-2.98,0.51,-4.25,-3.53,7.97,5.73,1.27
200808,4.02,1.55,1.37,2.1,1.22,1.78,2.39,0.2,2.96,1.27,1.17,2.36,0.73,2.6,2.14,-1.12,1.34,2.02,5.99
200809,-10.18,-9.84,-9.59,-3.19,-10.23,-9.38,-7.61,-7.44,-6,-11.47,-9.01,-8.88,-10.29,-7.68,-7.52,-15.58,-0.64,-4.73,-10
200810,-24.22,-15.8,-17.42,-21.36,-16.03,-15.99,-15.69,-24.66,-17.33,-15.6,-16.45,-15.26,-17.37,-14.01,-17.73,-24.42,-24.84,-15.48,-23.68
200811,-9.77,-6.45,-6.91,-15.74,-6.5,-5.96,-7.26,-12.64,-15.98,-9.93,-3.22,-6.32,-5.26,-4.93,-10.22,-8.71,-15.51,-15.71,-17
200812,1.97,1.85,1.38,2.32,1.91,2,1,0.32,4.56,1.74,2.07,1.69,2.59,2.31,-0.77,0.51,0.17,4.8,3.61
200901,-2.69,-5.45,-9.33,-18.78,-3.85,-8.71,-10.2,-15.96,-15.69,-3.76,-3.94,-9.15,-7.89,-11.9,-7.85,-8.47,-21.8,-13.93,-22.65
200902,-10.29,-8.02,-11.85,-16.24,-7.44,-9.87,-11.91,-16.81,-13.53,-5.19,-9.44,-9.45,-10.66,-10.45,-13.82,-14.31,-19.11,-12.86,-16.44
200903,9.3,8.34,8.93,12.72,8.38,8.26,9.48,11.08,11.44,9.33,7.54,8.24,8.29,9.69,9.19,7.89,14.18,10.82,14.27
200904,15.4,8.31,11.15,17.2,7.86,8.68,12.31,15.22,18.51,9.67,6.25,9.4,7.35,11.81,13.01,14.59,15.79,16.96,25.19
200905,1.98,4.49,5.73,5.52,4.75,5.03,4.66,6.2,5.97,5.32,4.22,3.88,7.21,4.24,5.22,7.5,5.01,5.9,6.24
200906,1.16,1.08,-0.69,0.27,1.9,-0.89,-0.19,-0.51,-0.93,2.92,0.96,-0.95,-0.78,0.62,-1.27,-2.78,1.6,-0.82,-1.35
200907,7.73,6.77,8.46,10.65,6.28,8.82,7.94,9.7,11.13,5.57,6.98,8.74,8.88,8.92,6.81,8.95,10.23,11.57,10.69
200908,6.88,1.67,3.84,9.48,1.19,3.62,3.2,6.05,13.69,0.92,1.46,3.53,3.7,2.23,4.35,6.44,5.77,9.03,18.32
200909,3.6,3.59,4.83,4.93,3.94,3.96,3.68,5.9,4.52,4.31,3.59,2.22,5.46,3.85,3.48,6.7,5.32,7.18,2.1
200910,-6.06,-0.74,-3.15,-7.05,-0.46,-2.35,-2.98,-4.96,-9.08,-0.41,-0.52,-1.8,-2.8,-1.84,-4.32,-4.72,-5.13,-5.78,-12.25
200911,9.56,6.44,4.48,3.92,6.65,5.33,3.51,4.13,5.02,6.5,6.81,5.62,5.09,3.51,3.51,5.77,2.9,3.97,6.1
200912,7.49,2.21,3.62,3.05,1.65,3.11,5.17,3.47,2.59,2.52,0.76,4.38,2.03,3.54,7.15,3.46,3.48,3.79,1.38
201001,1.38,-4.19,-2.14,-4.08,-4.14,-3.58,-1.72,-4.36,-1.21,-4.01,-4.27,-4.38,-2.89,-0.38,-3.29,-1.28,-6.73,-1.74,-0.65
201002,4.61,3.07,3.03,5.85,2.83,2.79,3.78,4.73,6.57,2.66,3.01,4,1.79,4.26,3.21,4.21,5.15,4.37,8.87
201003,9.58,5.31,6.89,7.98,5.42,6.29,6.4,6.63,9.48,4.88,5.96,4.9,7.46,4.39,8.85,6.8,6.5,8.58,10.39
201004,4.14,0.98,3.12,3.02,0.84,3.1,2.09,1.51,5.45,0.81,0.87,1.51,4.42,1.22,3.1,2.75,0.52,6.03,4.89
201005,-8.82,-7.32,-8.35,-8.43,-7.15,-7.96,-8.61,-7.89,-9.46,-7.89,-6.4,-7.95,-7.98,-8.17,-9.12,-8.58,-7.33,-8.86,-10.06
201006,-7.4,-4.48,-5.87,-9.2,-4.07,-6.46,-4.44,-7.79,-10.53,-4.01,-4.12,-6.1,-6.76,-2.41,-6.88,-7.76,-7.81,-9.03,-12.03
201007,12.98,6.75,7.57,5.88,7.18,5.78,7.46,7.51,5.71,7.04,7.32,5.36,6.39,6.05,8.7,9.22,6.06,6.86,4.76
201008,-7.33,-4.22,-4.33,-6.8,-4.22,-4.05,-2.75,-6.77,-8.31,-3.45,-5.03,-4.21,-3.8,-4.99,-0.83,-8.47,-5.29,-6.01,-10.24
201009,10.77,10.27,9.34,7.44,10.72,9.16,8.78,8.23,8.4,10.89,10.53,8.83,9.64,8.77,8.8,10.28,6.5,8.66,8.17
201010,7.88,4.55,3.9,0.92,4.63,4.24,3.85,2.33,0.64,5.08,4.15,4.26,4.22,4.35,3.45,3.63,1.2,3.2,-1.6
201011,4.7,0.66,0.78,-0.41,-0.02,2.54,-0.18,1.02,-1.37,0.19,-0.26,2.9,2,0.24,-0.52,1.55,0.55,-1.26,-1.48
201012,6.95,5.06,7.83,10.13,4.88,6.44,6.97,9.11,12.08,5.07,4.68,5.62,7.64,6.35,7.49,10.06,8.25,7.79,16.04
201101,-1.96,1.92,2.25,2.52,1.49,2.95,1.56,3.25,2.08,0.86,2.19,3.29,2.45,1.33,1.74,3.57,2.96,1.79,2.32
201102,2.55,2.63,4.49,4.71,2.4,4.16,4.65,4.32,4.03,2.91,1.84,3.37,5.32,3.69,5.43,3.16,5.39,5.85,2.48
201103,1.48,0.36,1.55,-1.16,0.67,0.5,2.06,-0.55,-1.54,1.61,-0.36,-0.62,2.1,1.59,2.45,-0.27,-0.79,-0.07,-2.84
201104,4.95,3.73,2.65,1.11,3.56,3.81,3.18,0.9,1.22,3.63,3.48,4.26,3.17,3.22,3.15,0.79,1,3.01,-0.39
201105,1.25,-0.62,-1.46,-3.07,-0.36,-1.51,-1.04,-2.81,-2.79,0.23,-1.03,-1.4,-1.66,-1.21,-0.9,-2.21,-3.34,-1.14,-4.32
201106,-3.39,-1.49,-1.79,-2.18,-1.3,-1.8,-1.98,-1.75,-2.71,-0.76,-1.92,-2.1,-1.38,-2.24,-1.77,-1.83,-1.67,-2.03,-3.37
201107,-4.43,-0.98,-3.05,-3.93,-0.75,-2.26,-2.15,-3.85,-4.64,0.98,-3.24,-1.57,-2.99,-2.4,-1.95,-4.79,-2.8,-3.31,-6.76
201108,-8.74,-4.31,-6.73,-8.54,-4.74,-5.38,-7.56,-4.31,-10.74,-4.03,-5.79,-3.21,-7.7,-6.42,-8.5,-3.57,-5.1,-9.2,-13.3
201109,-7.89,-6.63,-7.42,-10.21,-7,-6.23,-8.46,-6.38,-12.89,-5.73,-8.95,-5.69,-6.82,-6.84,-9.82,-6.46,-6.29,-11.32,-15.61
201110,11.66,10.14,12.37,12.65,10.4,11.36,13.32,9.76,14.19,9.33,12.07,9.51,13.43,12.18,14.31,9.03,10.55,13.62,15.24
201111,-1.71,-0.16,0.79,-2.33,-0.52,0.88,0.45,1,-4.63,-0.39,-0.73,0.76,1.02,1.93,-0.81,1.06,0.93,-3.29,-7.06
201112,-1.43,-0.15,1.81,1.35,-0.86,1.05,2.32,2.58,0.81,-0.66,-1.16,1.61,0.45,1.11,3.39,3.05,2.08,1.77,-1
201201,7.78,5.65,3.67,5.96,7.54,2.99,3.66,2.11,8.29,8.02,6.8,1.07,5.09,3.96,3.41,1.41,2.88,6.66,11.43
201202,4.88,4.56,3.57,5.6,5.05,3.22,3.56,4.53,6.14,6.54,2.73,3.28,3.16,2.12,4.81,4.24,4.85,5.66,7.02
201203,2.77,3.63,1.39,5.05,3.83,2.09,1.13,3.11,5.96,4.58,2.62,3.11,1.01,1.31,0.97,2.47,3.78,5.11,7.53
201204,-1.32,-0.52,-0.32,-2.35,-0.2,-0.68,-0.9,-0.3,-3.48,0.05,-0.62,-1.36,0.05,-0.4,-1.32,0.13,-0.76,-2.18,-5.82
201205,-9.12,-5.54,-5.99,-7.71,-6.46,-5.34,-6.07,-3.3,-10.71,-6.15,-6.96,-3.05,-7.75,-6.31,-5.85,-3.04,-3.58,-10.27,-11.53
201206,1.39,3.09,4.62,5.06,2.82,4.12,4.9,4.66,5.1,3.21,2.17,3.8,4.49,3.82,5.8,4.35,5,4.43,6.39
201207,-1.02,1.09,1.23,-0.65,0.79,2.06,0.86,0.74,-1.82,0.86,0.71,1.91,2.28,-0.53,2.06,0.38,1.04,-2.69,-1.33
201208,1.59,2.41,1.98,4.44,2.37,2.57,1.98,1.62,5.93,2.78,1.91,2.52,2.64,3.9,0.36,0.73,2.34,4.62,6.66
201209,1.68,1.97,3.24,4.25,1.93,2.45,3.4,3.22,4.91,1.91,1.94,2.07,3.03,2.47,4.21,3.15,3.28,3.25,5.82
201210,-1.69,-2.55,-1.76,1.15,-3.22,-1.1,-2.3,-0.43,2.28,-4.81,-1.43,-0.72,-1.67,-1.71,-2.81,-0.29,-0.54,-1.37,4.21
201211,1.58,1.12,0.37,-0.16,1.42,0.87,-0.15,0.13,-0.71,1.49,1.34,0.34,1.67,0.04,-0.32,-0.54,0.68,0.88,-1.51
201212,1.12,-0.07,1.45,4.95,-0.52,0.85,1.79,2.8,6.16,-1.58,0.63,1.12,0.45,2.17,1.46,2.38,3.14,3.7,7.43
201301,8.16,4.58,6.12,7.25,4.14,5.81,5.96,6.99,7.4,2.35,6.06,5.73,5.92,6.6,5.4,6.94,7.03,6.85,7.67
201302,-0.51,1.35,1.32,1.31,1.04,1.27,1.79,2.06,1.09,0.79,1.29,2.17,-0.09,1.56,1.99,2.58,1.64,1.64,0.82
201303,8.8,3.82,4.1,4.1,4.01,3.62,3.62,4.8,4.03,3.54,4.49,3.34,4.07,3.98,3.31,5.56,4.2,5.02,3.55
201304,3.03,1.75,1.06,1.86,1.98,1.09,1.2,1.24,2,1.34,2.64,1.14,1.03,2.31,0.22,0.74,1.65,1.35,2.33
201305,3.18,2.08,1.81,6.82,1.71,2.68,1.84,3.53,7.73,1.27,2.15,3.05,2.11,2.14,1.57,1.17,5.42,4.37,9.36
201306,-0.41,-1.7,-0.33,-1.58,-2.18,-0.53,-0.14,-0.55,-2.18,-2.71,-1.66,-0.49,-0.59,-0.59,0.28,-0.43,-0.65,-1.73,-2.39
201307,4.9,5.7,5.11,6.5,6.46,4.4,5.2,5.59,7.13,6.36,6.56,4.26,4.58,4.81,5.69,5.82,5.3,6.41,7.86
201308,-3.72,-1.74,-3.15,-4.27,-1.51,-2.4,-3.51,-3.58,-4.32,-2.29,-0.78,-2.16,-2.72,-3.68,-3.3,-3.11,-4.17,-4.63,-4.02
201309,6.58,4.17,3.47,2.85,4.68,3.18,3.4,3.53,2.89,5.71,3.7,3.19,3.18,3.44,3.34,4.11,2.79,3.09,2.68
201310,3.61,4.01,4.6,3.8,4.26,4.21,4.53,3.62,4.09,3.45,5.03,3.52,5.12,4.1,5.07,3.91,3.25,4.78,3.4
201311,2.09,3.44,2,4.64,3.16,3.38,1.78,1.89,5.76,3.12,3.2,3.98,2.6,0.9,2.84,1.46,2.44,4.5,7.04
201312,3,2.11,3.64,2.06,2.61,2.55,3.43,2.51,1.98,2.35,2.86,1.13,4.43,3.09,3.84,2.73,2.22,2.59,1.38
201401,-1.91,-3.18,-3.44,-3.87,-3.5,-2.7,-3.15,-4.39,-3.91,-3,-3.98,-2.52,-2.93,-1.67,-4.91,-4.87,-3.77,-4.11,-3.72
201402,6.06,4.95,4.71,3.5,5.27,5.1,3.42,4.68,3.08,5.48,5.07,4.32,6.1,2.74,4.27,4.93,4.34,3.31,2.85
201403,-1.07,-0.72,0.8,4.02,-1.79,0.42,1.81,3.16,3.46,-3.23,-0.42,1.42,-0.85,1.89,1.71,1.63,5.13,4.16,2.76
201404,0.62,0.07,0.53,-1.18,0.29,-0.27,0.77,1.06,-2.17,-1.5,1.94,-0.33,-0.19,0.73,0.83,1.28,0.78,-1.69,-2.65
201405,3.83,2.31,1.92,1.24,2.92,1.35,2.36,1.43,1.19,2.35,3.43,1.13,1.65,2.82,1.8,1.51,1.33,1.54,0.84
201406,0.83,1.89,2.98,3.2,1.95,1.92,2.87,3.58,3.7,1.98,1.92,1.76,2.13,3.77,1.77,4.64,2.25,3.59,3.81
201407,-1.8,-1.66,-2.07,-2.63,-2.14,-1.61,-1.38,-3.44,-2.11,-1.02,-3.48,-1.01,-2.94,-2.51,-0.24,-3.19,-3.63,-1.66,-2.8
201408,3.43,4.81,3.3,4.45,5.13,4.48,2.83,3.09,4.98,6.07,3.99,4.37,4.73,2.84,2.81,2.66,3.43,5.1,4.79
201409,-2.88,-1.11,-2.73,-2.41,-1.26,-1.41,-2.27,-4.48,-1.55,-1.15,-1.4,-0.91,-2.51,-2.24,-2.29,-4.95,-4.11,-1.84,-1.1
201410,5.79,3.05,1.95,1.9,2.95,2.72,2.5,1.45,1.64,2.55,3.45,3.17,1.71,3.23,1.77,0.18,2.42,2.17,0.83
201411,2.62,3.61,2.32,0.22,3.38,3.38,2.96,-0.16,0.46,2.75,4.16,3.92,2.15,1.74,4.19,-0.02,-0.26,0.91,-0.23
201412,-0.2,-1.18,0.33,2.14,-0.73,-1.02,0.13,1.3,2.21,-1.04,-0.35,-1.79,0.76,0.9,-0.62,0.36,2,2.22,2.18
201501,-2.14,-1.64,-3.41,-6.27,-0.86,-2.68,-3.82,-3.92,-7.13,0.6,-2.62,-2.7,-2.64,-3.61,-4.02,-3.14,-4.51,-4.9,-10.61
201502,4.89,6.55,5.97,5.39,6.31,6.23,6.81,4.52,5.93,6.63,5.92,6.87,4.76,6.79,6.83,4.79,4.32,4.98,7.5
201503,-1.3,-1.2,-1.26,-0.96,-0.57,-1.6,-1.54,-0.96,-1.15,-0.91,-0.13,-2.06,-0.54,-1.01,-2.07,-1.46,-0.57,-1.33,-0.85
201504,1.43,0.16,0.98,1.26,-0.38,0.83,0.76,1.65,1.44,0.23,-1.16,0.92,0.63,-0.62,2.15,2.61,0.91,0.92,2.27
201505,0.53,1.31,1.59,0.95,1.88,0.86,1.54,0.84,1.35,2.15,1.54,0.53,1.63,1.63,1.44,1.75,0.13,1.11,1.74
201506,-0.71,-1.6,-1.75,-1.09,-0.36,-2.79,-1.6,-2.66,-0.32,0.46,-1.42,-3.31,-1.62,-1.64,-1.57,-2.65,-2.67,-1.63,1.76
201507,2.23,2.82,0.95,-0.65,2.87,2.75,-0.05,-0.49,-0.88,4.22,1.23,2.7,2.8,1,-0.98,-0.72,-0.31,-1,-0.7
201508,-5.34,-6.31,-5.55,-6.2,-6.35,-6.34,-5.23,-4.96,-6.55,-6.42,-6.27,-6.21,-6.48,-6.24,-4.34,-4.07,-5.68,-6.39,-6.8
201509,-5.06,-2.47,-3.01,-4.26,-2.51,-3.17,-2.42,-2.39,-5.49,-3.03,-1.85,-2.36,-4.02,-2.71,-2.17,-2.25,-2.5,-4.85,-6.45
201510,6.82,7.91,8.27,6.33,7.98,8.39,8.39,5.49,7.11,8.13,7.79,7.74,9.1,7.93,8.79,5.82,5.22,6.46,8.12
201511,-0.44,0.71,-0.01,1.92,0.44,0.37,0.08,0.86,2.97,0.8,0.01,1.32,-0.63,-0.58,0.64,1.39,0.43,3.53,2.11
